source,treatment,group,round,player,choice,score,attendance,ac_score,threshold,num_players,room,decision
human,score + grid,Grupo-0002,27,481217814270509,1,-1,2,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,28,481217814270509,0,0,1,4,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,28,752616835913204,1,1,1,-6,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,29,752616835913204,0,0,0,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,29,481217814270509,0,0,0,4,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,30,752616835913204,1,-1,2,-6,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,30,481217814270509,1,-1,2,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,31,752616835913204,0,0,1,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,31,481217814270509,1,1,1,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,32,481217814270509,1,-1,2,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,32,752616835913204,1,-1,2,-6,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,33,752616835913204,0,0,1,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,33,481217814270509,1,1,1,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,34,752616835913204,0,0,1,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,34,481217814270509,1,1,1,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,35,752616835913204,0,0,1,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,35,481217814270509,1,1,1,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,36,752616835913204,0,0,1,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,36,481217814270509,1,1,1,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,37,752616835913204,0,0,1,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,37,481217814270509,1,1,1,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,38,752616835913204,0,0,1,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,38,481217814270509,1,1,1,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,39,752616835913204,0,0,0,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,39,481217814270509,0,0,0,4,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,40,752616835913204,1,-1,2,-6,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,40,481217814270509,1,-1,2,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,41,752616835913204,0,0,1,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,41,481217814270509,1,1,1,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,42,752616835913204,0,0,1,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,42,481217814270509,1,1,1,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,43,752616835913204,0,0,1,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,43,481217814270509,1,1,1,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,44,752616835913204,0,0,1,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,44,481217814270509,1,1,1,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,45,481217814270509,1,1,1,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,45,752616835913204,0,0,1,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,46,481217814270509,1,1,1,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,46,752616835913204,0,0,1,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,47,752616835913204,1,-1,2,-6,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,47,481217814270509,1,-1,2,4,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,48,752616835913204,0,0,0,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,48,481217814270509,0,0,0,4,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,49,752616835913204,1,1,1,-6,0.5,2,Grupo-0002,1
human,score + grid,Grupo-0002,49,481217814270509,0,0,1,4,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,50,752616835913204,0,0,0,-6,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0002,50,481217814270509,0,0,0,4,0.5,2,Grupo-0002,0
human,score + grid,Grupo-0003,1,592871351770528,0,0,1,26,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,1,193508520589663,1,1,1,-9,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,2,592871351770528,1,-1,2,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,2,193508520589663,1,-1,2,-9,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,3,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,3,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,4,592871351770528,0,0,1,26,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,4,193508520589663,1,1,1,-9,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,5,193508520589663,1,-1,2,-9,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,5,592871351770528,1,-1,2,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,6,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,6,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,7,592871351770528,1,-1,2,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,7,193508520589663,1,-1,2,-9,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,8,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,8,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,9,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,9,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,10,592871351770528,1,-1,2,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,10,193508520589663,1,-1,2,-9,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,11,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,11,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,12,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,12,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,13,193508520589663,1,-1,2,-9,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,13,592871351770528,1,-1,2,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,14,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,14,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,15,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,15,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,16,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,16,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,17,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,17,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,18,592871351770528,1,-1,2,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,18,193508520589663,1,-1,2,-9,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,19,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,19,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,20,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,20,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,21,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,21,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,22,193508520589663,1,-1,2,-9,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,22,592871351770528,1,-1,2,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,23,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,23,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,24,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,24,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,25,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,25,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,26,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,26,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,27,592871351770528,1,-1,2,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,27,193508520589663,1,-1,2,-9,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,28,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,28,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,29,592871351770528,1,-1,2,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,29,193508520589663,1,-1,2,-9,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,30,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,30,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,31,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,31,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,32,592871351770528,1,-1,2,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,32,193508520589663,1,-1,2,-9,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,33,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,33,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,34,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,34,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,35,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,35,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,36,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,36,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,37,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,37,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,38,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,38,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,39,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,39,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,40,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,40,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,41,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,41,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,42,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,42,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,43,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,43,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,44,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,44,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,45,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,45,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,46,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
human,score + grid,Grupo-0003,46,193508520589663,0,0,1,-9,0.5,2,Grupo-0003,0
human,score + grid,Grupo-0003,47,592871351770528,1,1,1,26,0.5,2,Grupo-0003,1
