source,treatment,group,round,player,choice,score,attendance,ac_score,threshold,num_players,room,decision,timeup,time,date
human,score + grid,Grupo-0001,40.0,405186428721292,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,41.0,728608683559397,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,41.0,405186428721292,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,42.0,728608683559397,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,42.0,405186428721292,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,43.0,728608683559397,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,43.0,405186428721292,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,44.0,728608683559397,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,44.0,405186428721292,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,45.0,728608683559397,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,45.0,405186428721292,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,46.0,728608683559397,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,46.0,405186428721292,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,47.0,405186428721292,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,47.0,728608683559397,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,48.0,728608683559397,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,48.0,405186428721292,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,49.0,728608683559397,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,49.0,405186428721292,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,50.0,405186428721292,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,50.0,728608683559397,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0002,1.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,1.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,2.0,752616835913204,1.0,-1.0,2.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,2.0,481217814270509,1.0,-1.0,2.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,3.0,481217814270509,0.0,0.0,1.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,3.0,752616835913204,1.0,1.0,1.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,4.0,752616835913204,0.0,0.0,0.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,4.0,481217814270509,0.0,0.0,0.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,5.0,752616835913204,1.0,1.0,1.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,5.0,481217814270509,0.0,0.0,1.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,6.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,6.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,7.0,481217814270509,1.0,-1.0,2.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,7.0,752616835913204,1.0,-1.0,2.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,8.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,8.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,9.0,752616835913204,1.0,-1.0,2.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,9.0,481217814270509,1.0,-1.0,2.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,10.0,481217814270509,1.0,-1.0,2.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,10.0,752616835913204,1.0,-1.0,2.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,11.0,752616835913204,0.0,0.0,0.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,11.0,481217814270509,0.0,0.0,0.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,12.0,481217814270509,1.0,-1.0,2.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,12.0,752616835913204,1.0,-1.0,2.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,13.0,481217814270509,1.0,-1.0,2.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,13.0,752616835913204,1.0,-1.0,2.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,14.0,481217814270509,0.0,0.0,0.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,14.0,752616835913204,0.0,0.0,0.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,15.0,752616835913204,1.0,1.0,1.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,15.0,481217814270509,0.0,0.0,1.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,16.0,752616835913204,0.0,0.0,0.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,16.0,481217814270509,0.0,0.0,0.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,17.0,752616835913204,0.0,0.0,0.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,17.0,481217814270509,0.0,0.0,0.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,18.0,752616835913204,1.0,1.0,1.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,18.0,481217814270509,0.0,0.0,1.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,19.0,752616835913204,1.0,-1.0,2.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,19.0,481217814270509,1.0,-1.0,2.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,20.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,20.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,21.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,21.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,22.0,752616835913204,1.0,-1.0,2.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,22.0,481217814270509,1.0,-1.0,2.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,23.0,752616835913204,0.0,0.0,0.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,23.0,481217814270509,0.0,0.0,0.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,24.0,752616835913204,1.0,1.0,1.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,24.0,481217814270509,0.0,0.0,1.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,25.0,752616835913204,1.0,-1.0,2.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,25.0,481217814270509,1.0,-1.0,2.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,26.0,752616835913204,1.0,1.0,1.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,26.0,481217814270509,0.0,0.0,1.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,27.0,752616835913204,1.0,-1.0,2.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,27.0,481217814270509,1.0,-1.0,2.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,28.0,481217814270509,0.0,0.0,1.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,28.0,752616835913204,1.0,1.0,1.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,29.0,752616835913204,0.0,0.0,0.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,29.0,481217814270509,0.0,0.0,0.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,30.0,752616835913204,1.0,-1.0,2.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,30.0,481217814270509,1.0,-1.0,2.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,31.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,31.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,32.0,481217814270509,1.0,-1.0,2.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,32.0,752616835913204,1.0,-1.0,2.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,33.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,33.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,34.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,34.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,35.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,35.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,36.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,36.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,37.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,37.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,38.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,38.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,39.0,752616835913204,0.0,0.0,0.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,39.0,481217814270509,0.0,0.0,0.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,40.0,752616835913204,1.0,-1.0,2.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,40.0,481217814270509,1.0,-1.0,2.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,41.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,41.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,42.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,42.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,43.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,43.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,44.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,44.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,45.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,45.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,46.0,481217814270509,1.0,1.0,1.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,46.0,752616835913204,0.0,0.0,1.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,47.0,752616835913204,1.0,-1.0,2.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,47.0,481217814270509,1.0,-1.0,2.0,4.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,48.0,752616835913204,0.0,0.0,0.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,48.0,481217814270509,0.0,0.0,0.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,49.0,752616835913204,1.0,1.0,1.0,-6.0,0.5,2,Grupo-0002,1.0,,,
human,score + grid,Grupo-0002,49.0,481217814270509,0.0,0.0,1.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,50.0,752616835913204,0.0,0.0,0.0,-6.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0002,50.0,481217814270509,0.0,0.0,0.0,4.0,0.5,2,Grupo-0002,0.0,,,
human,score + grid,Grupo-0003,1.0,592871351770528,0.0,0.0,1.0,26.0,0.5,2,Grupo-0003,0.0,,,
human,score + grid,Grupo-0003,1.0,193508520589663,1.0,1.0,1.0,-9.0,0.5,2,Grupo-0003,1.0,,,
human,score + grid,Grupo-0003,2.0,592871351770528,1.0,-1.0,2.0,26.0,0.5,2,Grupo-0003,1.0,,,
human,score + grid,Grupo-0003,2.0,193508520589663,1.0,-1.0,2.0,-9.0,0.5,2,Grupo-0003,1.0,,,
human,score + grid,Grupo-0003,3.0,592871351770528,1.0,1.0,1.0,26.0,0.5,2,Grupo-0003,1.0,,,
human,score + grid,Grupo-0003,3.0,193508520589663,0.0,0.0,1.0,-9.0,0.5,2,Grupo-0003,0.0,,,
human,score + grid,Grupo-0003,4.0,592871351770528,0.0,0.0,1.0,26.0,0.5,2,Grupo-0003,0.0,,,
human,score + grid,Grupo-0003,4.0,193508520589663,1.0,1.0,1.0,-9.0,0.5,2,Grupo-0003,1.0,,,
human,score + grid,Grupo-0003,5.0,193508520589663,1.0,-1.0,2.0,-9.0,0.5,2,Grupo-0003,1.0,,,
human,score + grid,Grupo-0003,5.0,592871351770528,1.0,-1.0,2.0,26.0,0.5,2,Grupo-0003,1.0,,,
human,score + grid,Grupo-0003,6.0,193508520589663,0.0,0.0,1.0,-9.0,0.5,2,Grupo-0003,0.0,,,
human,score + grid,Grupo-0003,6.0,592871351770528,1.0,1.0,1.0,26.0,0.5,2,Grupo-0003,1.0,,,
human,score + grid,Grupo-0003,7.0,592871351770528,1.0,-1.0,2.0,26.0,0.5,2,Grupo-0003,1.0,,,
human,score + grid,Grupo-0003,7.0,193508520589663,1.0,-1.0,2.0,-9.0,0.5,2,Grupo-0003,1.0,,,
human,score + grid,Grupo-0003,8.0,592871351770528,1.0,1.0,1.0,26.0,0.5,2,Grupo-0003,1.0,,,
human,score + grid,Grupo-0003,8.0,193508520589663,0.0,0.0,1.0,-9.0,0.5,2,Grupo-0003,0.0,,,
human,score + grid,Grupo-0003,9.0,592871351770528,1.0,1.0,1.0,26.0,0.5,2,Grupo-0003,1.0,,,
human,score + grid,Grupo-0003,9.0,193508520589663,0.0,0.0,1.0,-9.0,0.5,2,Grupo-0003,0.0,,,
human,score + grid,Grupo-0003,10.0,592871351770528,1.0,-1.0,2.0,26.0,0.5,2,Grupo-0003,1.0,,,
human,score + grid,Grupo-0003,10.0,193508520589663,1.0,-1.0,2.0,-9.0,0.5,2,Grupo-0003,1.0,,,
human,score + grid,Grupo-0003,11.0,592871351770528,1.0,1.0,1.0,26.0,0.5,2,Grupo-0003,1.0,,,
